point_id,sex,age,age.group,dob,lat,long,region,bread,furniture,footwear,clothing,meal,group,frozen,prank,gum,walkway,foot.cut,class.farce,for.more,sauce.source,one.gone,book.spook,fur.bear,pour.poor,eight.ate,singer.finger,mute.moot,spa.spar,thin.fin,give.it.me,I.done.it,look.at.them,things.what,not.got.it,you.was,neither.me
4293,female,83,> 80,1931,54.86624996425207,-1.3577308215767632,North East,bun,sofa,NA,trousers,tea,you lot,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,rhyme,don't rhyme,different,different,don't rhyme,different,different,different,c,b,NA,b,NA,c,NA
4294,male,86,> 80,1928,54.86275178859442,-1.3636505079748757,North East,bun,sofa,NA,trousers,tea,you lot,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,rhyme,don't rhyme,different,same,don't rhyme,different,same,different,c,b,NA,a,NA,c,NA
4295,female,18,< 20,1996,54.87314341568792,-1.3836901072935999,North East,bun,settee,NA,"trousers, other (bottoms)",tea,yous,NA,NA,NA,NA,rhyme,NA,rhyme,NA,rhyme,rhyme,don't rhyme,different,same,don't rhyme,different,same,same,c,a,NA,d,NA,c,NA
4296,female,35,21 to 40,1982,51.46935705972097,-2.5281204422845316,South West,roll,sofa,NA,trousers,tea,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,don't rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,b,NA,NA,b,a,b,d
4297,female,18,< 20,1996,54.88384213608695,-1.4321249697189222,North East,bun,couch,NA,trousers,tea,yous,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,rhyme,don't rhyme,different,same,don't rhyme,different,same,different,c,b,NA,a,NA,b,NA
4298,female,45,41 to 60,1972,51.41031243998985,-2.8146853202086266,South West,roll,sofa,NA,trousers,tea,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,rhyme,don't rhyme,rhyme,same,same,rhyme,NA,different,same,b,NA,NA,c,a,a,d
4299,female,18,< 20,1996,54.84823227945052,-1.4252522792202118,North East,stottie,sofa,NA,trousers,tea,yous,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,rhyme,rhyme,don't rhyme,different,same,don't rhyme,different,same,different,c,c,NA,a,NA,c,NA
4300,female,62,61 to 80,1952,54.8906775606198,-1.42584686175793,North East,bun,settee,NA,trousers,tea,yous,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,rhyme,don't rhyme,different,same,don't rhyme,different,same,different,d,c,NA,e,NA,c,NA
4301,female,41,41 to 60,1976,51.48644983454374,-2.504924091575537,South West,roll,sofa,NA,trousers,tea,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,different,b,NA,NA,b,b,b,d
4302,male,19,< 20,1995,54.87963673738557,-1.3886352374313806,North East,bun,settee,NA,trousers,tea,yous,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,different,same,don't rhyme,different,same,same,d,a,NA,a,NA,c,NA
4303,male,62,61 to 80,1952,54.89188123644083,-1.4128220743286726,North East,bun,settee,NA,trousers,tea,you,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,different,same,don't rhyme,different,same,different,c,b,NA,b,NA,b,NA
4304,male,47,41 to 60,1970,51.278279619458445,-2.9433362680203916,South West,bap,settee,NA,trousers,tea,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,same,c,NA,NA,b,b,b,e
4305,male,20,< 20,1994,54.878634111758906,-1.4487792053201696,North East,bun,settee,NA,trousers,tea,you,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,rhyme,don't rhyme,same,same,don't rhyme,different,same,same,c,c,NA,a,NA,b,NA
4306,female,20,< 20,1997,51.60631566197803,-2.5262460155906723,South West,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,different,d,NA,NA,d,c,b,e
4307,male,71,61 to 80,1943,54.88070756567311,-1.4145564051866548,North East,bun,sofa,NA,trousers,dinner,yous,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,rhyme,don't rhyme,different,same,rhyme,different,same,different,a,c,NA,c,NA,a,NA
4308,female,20,< 20,1997,51.40307311873721,-2.6611790869057446,South West,roll,sofa,NA,trousers,tea,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,same,d,NA,NA,b,b,b,d
4309,female,20,< 20,1997,51.47031165500688,-2.6091867336284187,South West,roll,sofa,NA,trousers,"dinner, tea",NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,different,b,NA,NA,a,a,b,b
4310,female,19,< 20,1995,54.848089893979,-1.4243074323430578,North East,bun,settee,NA,trousers,dinner,yous,NA,NA,NA,NA,rhyme,NA,rhyme,don't rhyme,rhyme,don't rhyme,don't rhyme,different,same,don't rhyme,different,same,different,a,a,NA,a,NA,a,NA
4311,female,23,21 to 40,1994,51.471550760626485,-2.60505507890333,South West,bap,sofa,NA,trousers,supper,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,different,different,c,NA,NA,b,b,b,c
4312,male,30,21 to 40,1984,54.86650063035376,-1.4397608471193089,North East,bun,settee,NA,trousers,tea,yous,NA,NA,NA,NA,rhyme,NA,rhyme,don't rhyme,rhyme,rhyme,don't rhyme,different,same,rhyme,different,same,different,c,a,NA,b,NA,d,NA
4313,female,19,< 20,1998,51.47527347429388,-2.6060043991587865,South West,roll,sofa,NA,trousers,supper,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,different,different,d,NA,NA,d,a,c,d
4314,male,24,21 to 40,1990,54.87824421032992,-1.3979717208849551,North East,bun,settee,NA,trousers,tea,you guys,NA,NA,NA,NA,rhyme,NA,rhyme,don't rhyme,rhyme,rhyme,don't rhyme,same,same,don't rhyme,different,same,different,e,a,NA,a,NA,e,NA
4315,female,44,41 to 60,1970,54.88927606687665,-1.4767556269444129,North East,bun,settee,NA,trousers,tea,yous,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,rhyme,don't rhyme,different,same,don't rhyme,different,same,different,c,c,NA,c,NA,c,NA
4316,female,20,< 20,1994,54.90621956765167,-1.417936634021288,North East,bun,settee,NA,trousers,tea,yous,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,rhyme,don't rhyme,different,same,don't rhyme,different,same,different,d,a,NA,a,NA,c,NA
4317,female,66,61 to 80,1948,54.888918747264334,-1.4670530171372294,North East,roll,couch,NA,trousers,supper,you guys,NA,NA,NA,NA,don't rhyme,NA,don't rhyme,don't rhyme,don't rhyme,don't rhyme,don't rhyme,different,same,don't rhyme,different,same,different,c,c,NA,c,NA,b,NA
4318,female,25,21 to 40,1992,54.55118785069118,-2.557636807820147,North West,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,different,rhyme,NA,same,same,a,NA,NA,a,a,d,c
4319,female,18,< 20,1996,54.88894110782342,-1.4421741991781372,North East,bun,settee,NA,trousers,tea,yous,NA,NA,NA,NA,rhyme,NA,rhyme,don't rhyme,rhyme,don't rhyme,don't rhyme,different,same,don't rhyme,different,same,same,c,a,NA,b,NA,c,NA
4320,female,26,21 to 40,1991,54.523509604690744,-2.77196629868896,North West,bun,sofa,NA,trousers,supper,NA,NA,NA,(chewing) gum,alley(way),rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,different,same,rhyme,NA,same,same,c,NA,NA,d,d,d,d
4321,male,22,21 to 40,1995,54.576913970108514,-3.3650711567020117,North West,barm,couch,NA,trousers,"dinner, tea",NA,NA,NA,(chewing) gum,alley(way),rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,different,same,don't rhyme,NA,same,different,b,NA,NA,b,c,b,c
4322,male,40,21 to 40,1977,54.636375673479876,-3.544155187485573,North West,tea cake,sofa,NA,trousers,tea,NA,NA,NA,chuddy,passage,rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,different,different,don't rhyme,NA,same,same,c,NA,NA,c,a,c,d
4323,female,19,< 20,1998,54.54504342843077,-3.536655355289396,North West,tea cake,sofa,NA,pants,tea,NA,NA,NA,(chewing) gum,alley(way),rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,different,same,rhyme,NA,same,different,b,NA,NA,a,a,b,d
4324,female,20,< 20,1997,52.18698117160972,0.13035529576412402,East of England,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,b,NA,NA,d,d,d,e
4325,female,18,< 20,1996,54.904287052687714,-1.401108411847619,North East,bun,"couch, sofa",NA,trousers,tea,you guys,NA,NA,NA,NA,don't rhyme,NA,don't rhyme,don't rhyme,rhyme,don't rhyme,don't rhyme,same,different,don't rhyme,different,same,different,b,b,NA,a,NA,b,NA
4326,female,39,21 to 40,1975,54.90390272193711,-1.4310919412459544,North East,bun,settee,NA,trousers,tea,yous,NA,NA,NA,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,rhyme,don't rhyme,different,same,don't rhyme,different,same,different,c,a,NA,a,NA,c,NA
4327,male,56,41 to 60,1961,51.543482282684145,-3.561418953329584,Wales,bap,settee,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,c,NA,NA,b,c,b,d
4328,female,59,41 to 60,1955,54.886729108162776,-1.4509320996386232,North East,bap,sofa,NA,trousers,dinner,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,don't rhyme,don't rhyme,rhyme,don't rhyme,different,same,rhyme,different,same,different,e,c,NA,c,NA,e,NA
4329,female,54,41 to 60,1963,51.70896865954806,-3.4446797059411356,Wales,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,don't rhyme,NA,don't rhyme,don't rhyme,don't rhyme,different,same,rhyme,NA,same,different,c,NA,NA,a,a,b,e
4330,male,33,21 to 40,1984,51.59394969480838,-3.2574875874431366,Wales,"bap, bun, cob, roll",sofa,NA,trousers,tea,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,don't rhyme,don't rhyme,NA,rhyme,rhyme,don't rhyme,same,same,rhyme,NA,same,same,b,NA,NA,b,a,b,b
4331,male,18,< 20,1996,54.91395031658808,-1.4698058295635803,North East,bun,settee,NA,trousers,tea,yous,NA,NA,NA,NA,rhyme,NA,rhyme,don't rhyme,rhyme,rhyme,don't rhyme,different,same,rhyme,same,same,same,d,d,NA,d,NA,d,NA
4332,female,18,< 20,1999,53.19344928592753,-2.956679315298745,North West,bap,settee,NA,trousers,tea,NA,NA,NA,chewy,alley(way),rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,b,NA,NA,b,a,b,d
4333,female,28,21 to 40,1986,54.908748521182495,-1.493520431180695,North East,bap,settee,NA,trousers,dinner,you guys,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,rhyme,don't rhyme,different,same,don't rhyme,different,same,different,d,c,NA,c,NA,c,NA
4334,female,58,41 to 60,1956,54.91484343382425,-1.4348329569224496,North East,bun,settee,NA,trousers,tea,you lot,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,rhyme,rhyme,don't rhyme,different,same,don't rhyme,different,same,different,e,e,NA,e,NA,e,NA
4335,female,64,61 to 80,1950,54.90125885592247,-1.4623340284290274,North East,bun,settee,NA,trousers,tea,yous,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,rhyme,rhyme,don't rhyme,different,same,don't rhyme,different,same,different,b,b,NA,b,NA,b,NA
4336,female,20,< 20,1997,53.382111494534826,-3.1918518001722576,North West,roll,sofa,NA,trousers,dinner,NA,NA,NA,chewy,alley(way),rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,b,NA,NA,b,b,b,b
4337,male,82,> 80,1932,54.920258733619015,-1.386402103195487,North East,bun,settee,NA,trousers,tea,yous,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,rhyme,rhyme,don't rhyme,different,same,don't rhyme,different,same,different,d,b,NA,d,NA,d,NA
4338,female,30,21 to 40,1984,54.905337748692226,-1.4669051824038646,North East,bun,settee,NA,trousers,tea,yous,NA,NA,NA,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,rhyme,don't rhyme,different,same,don't rhyme,different,same,different,d,b,NA,a,NA,c,NA
4339,female,27,21 to 40,1990,53.35182396206402,-3.0450723524781798,North West,batch,couch,NA,trousers,tea,NA,NA,NA,"(chewing) gum, chewy","alley(way), entry",rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,a,NA,NA,d,b,b,d
4340,female,26,21 to 40,1988,54.93022957634927,-1.4377738395813544,North East,bun,sofa,NA,trousers,tea,yous,NA,NA,NA,NA,rhyme,NA,rhyme,don't rhyme,rhyme,rhyme,don't rhyme,different,same,rhyme,same,same,same,c,c,NA,c,NA,b,NA
4341,male,26,21 to 40,1991,53.272218148282754,-3.0739719443392506,North West,bun,sofa,NA,trousers,tea,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,don't rhyme,rhyme,NA,rhyme,rhyme,rhyme,same,same,rhyme,NA,same,same,a,NA,NA,d,d,b,e
4342,female,37,21 to 40,1977,54.928510120403075,-1.4200858358513135,North East,bun,couch,NA,pants,tea,you lot,NA,NA,NA,NA,rhyme,NA,rhyme,don't rhyme,rhyme,rhyme,don't rhyme,different,same,don't rhyme,different,different,different,c,c,NA,c,NA,c,NA
4343,male,20,< 20,1997,53.29940694880419,-3.051074526186569,North West,bun,sofa,NA,trousers,tea,NA,NA,NA,(chewing) gum,alley(way),rhyme,rhyme,rhyme,NA,rhyme,rhyme,rhyme,same,same,rhyme,NA,same,same,a,NA,NA,d,b,a,d
4344,male,62,61 to 80,1952,54.923518715851884,-1.4176986961163256,North East,bap,settee,NA,trousers,tea,you,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,rhyme,don't rhyme,different,same,don't rhyme,same,same,same,a,d,NA,d,NA,d,NA
4345,female,47,41 to 60,1970,53.25984588490383,-3.059002839650795,North West,roll,couch,NA,trousers,tea,NA,NA,NA,chewy,alley(way),don't rhyme,rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,same,b,NA,NA,b,b,b,e
4346,male,63,61 to 80,1951,54.925296293349675,-1.397551811368349,North East,bun,settee,NA,trousers,tea,you,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,rhyme,don't rhyme,different,same,don't rhyme,different,same,same,c,b,NA,c,NA,c,NA
4347,female,45,41 to 60,1972,53.19952167086905,-3.141648673403373,Wales,bap,sofa,NA,trousers,tea,NA,NA,NA,(chewing) gum,alley(way),rhyme,don't rhyme,rhyme,NA,rhyme,rhyme,don't rhyme,same,same,rhyme,NA,different,different,a,NA,NA,c,a,c,e
4348,female,32,21 to 40,1982,54.92245767817058,-1.3918610080045952,North East,"bap, bun",sofa,NA,trousers,tea,yous,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,rhyme,same,same,rhyme,same,same,same,a,a,NA,a,NA,b,NA
4349,female,45,41 to 60,1969,54.94338823664655,-1.3893263095184396,North East,bap,settee,NA,pants,tea,yous,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,rhyme,don't rhyme,different,same,don't rhyme,different,same,different,c,a,NA,a,NA,e,NA
4350,female,19,< 20,1998,51.81206259554232,0.4896183515417609,East of England,roll,"settee, sofa",NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,different,different,b,NA,NA,a,a,b,d
4351,female,19,< 20,1998,51.92140517350771,0.6021405534578498,East of England,roll,settee,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,different,d,NA,NA,b,a,b,e
4352,female,32,21 to 40,1982,54.956365730238076,-1.3682247358623878,North East,bun,settee,NA,trousers,tea,yous,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,rhyme,don't rhyme,different,same,don't rhyme,different,same,same,d,c,NA,c,NA,c,NA
4353,female,19,< 20,1998,51.88972232763788,0.8733533536590538,East of England,roll,couch,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,same,c,NA,NA,a,a,c,c
4354,male,64,61 to 80,1950,54.95872265698891,-1.3904417702888674,North East,bun,sofa,NA,pants,tea,you lot,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,rhyme,don't rhyme,different,same,don't rhyme,same,same,same,a,a,NA,c,NA,a,NA
4355,female,24,21 to 40,1993,51.397706239377904,-0.18088994797636038,London,roll,settee,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,same,d,NA,NA,d,a,d,d
4356,female,64,61 to 80,1950,54.959591733300996,-1.3666380678743417,North East,bun,sofa,NA,trousers,tea,you,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,rhyme,don't rhyme,different,same,don't rhyme,different,same,same,e,a,NA,d,NA,d,NA
4357,male,21,21 to 40,1996,51.13751340169622,1.0819572138037183,South East,bun,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,same,c,NA,NA,c,d,c,e
4358,male,30,21 to 40,1987,51.30090936649247,1.0326385157142728,South East,bun,couch,NA,trousers,tea,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,a,NA,NA,b,a,b,e
4359,female,53,41 to 60,1964,52.396687079619184,-1.5633844831235206,West Midlands,roll,sofa,NA,trousers,tea,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,different,different,rhyme,NA,same,different,a,NA,NA,d,a,b,e
4360,male,41,41 to 60,1973,54.95876045941775,-1.3883024062545375,North East,bun,settee,NA,trousers,tea,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,don't rhyme,rhyme,rhyme,don't rhyme,different,same,don't rhyme,different,same,same,d,b,NA,a,NA,b,NA
4361,male,59,41 to 60,1958,52.45818859712968,-1.5188962185498238,West Midlands,"batch, cob","couch, settee, sofa",NA,trousers,dinner,NA,NA,NA,"(chewing) gum, chewy","alley(way), entry, jitty",rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,different,different,b,NA,NA,b,b,b,e
4362,male,18,< 20,1996,54.94351323759788,-1.3756962640867048,North East,bun,sofa,NA,"pants, trousers",tea,yous,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,rhyme,don't rhyme,different,same,don't rhyme,different,same,different,c,a,NA,c,NA,c,NA
4363,male,20,< 20,1994,54.920182402957934,-1.376278041649086,North East,bun,sofa,NA,trousers,dinner,yous,NA,NA,NA,NA,rhyme,NA,rhyme,NA,rhyme,rhyme,don't rhyme,different,same,don't rhyme,different,same,different,a,b,NA,a,NA,c,NA
4364,female,23,21 to 40,1994,53.20586426943687,-2.3394130668178477,North West,bap,settee,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,d,NA,NA,d,a,d,d
4365,male,78,61 to 80,1936,54.85068757113887,-1.3796744323108812,North East,bun,settee,NA,trousers,tea,you lot,NA,NA,NA,NA,rhyme,NA,rhyme,don't rhyme,rhyme,rhyme,don't rhyme,different,different,don't rhyme,different,same,same,d,b,NA,b,NA,d,NA
4366,male,21,21 to 40,1996,53.19739507840391,-2.375532592299029,North West,batch,settee,NA,trousers,tea,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,don't rhyme,rhyme,NA,rhyme,rhyme,don't rhyme,same,same,rhyme,NA,same,same,b,NA,NA,d,a,b,d
4367,male,20,< 20,1994,54.81736798786362,-1.3722539564976113,North East,bun,sofa,NA,trousers,tea,yous,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,rhyme,don't rhyme,different,same,don't rhyme,different,same,different,d,a,NA,a,NA,c,NA
4368,female,45,41 to 60,1972,53.2802856479141,-2.6388604972558474,North West,barm,couch,NA,trousers,tea,NA,NA,NA,"chewy, chuddy",ginnel,rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,b,NA,NA,b,a,b,e
4369,female,48,41 to 60,1966,54.83215993984961,-1.4237243143608633,North East,bun,settee,NA,trousers,tea,you,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,rhyme,don't rhyme,different,same,don't rhyme,different,same,same,c,b,NA,b,NA,d,NA
4370,female,24,21 to 40,1993,53.22327270887617,-2.5238062169929667,North West,bap,couch,NA,trousers,tea,NA,NA,NA,chewy,alley(way),rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,same,b,NA,NA,b,b,b,d
4371,female,21,21 to 40,1993,54.83409114788425,-1.3749890567593923,North East,bun,settee,NA,trousers,tea,yous,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,don't rhyme,rhyme,don't rhyme,different,same,don't rhyme,different,same,different,d,a,NA,a,NA,d,NA
4372,female,20,< 20,1997,51.414075023088685,0.36860963010718384,South East,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,c,NA,NA,d,a,d,d
4373,female,19,< 20,1998,51.441150305789925,0.10019766220102856,London,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,same,c,NA,NA,d,a,c,d
4374,female,67,61 to 80,1947,54.80938446601432,-1.3178600598865002,North East,bun,sofa,NA,trousers,dinner,you,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,rhyme,don't rhyme,same,same,don't rhyme,different,same,same,d,d,NA,a,NA,d,NA
4375,female,21,21 to 40,1996,56.677987541406985,-2.514123633070995,Scotland,roll,sofa,NA,trousers,tea,NA,NA,NA,(chewing) gum,other (closey),don't rhyme,rhyme,don't rhyme,NA,don't rhyme,rhyme,don't rhyme,different,same,don't rhyme,NA,different,same,d,NA,NA,d,a,d,d
4376,male,42,41 to 60,1972,54.833722265901585,-1.4252235923255845,North East,stottie,settee,NA,trousers,tea,you lot,NA,NA,NA,NA,rhyme,NA,rhyme,NA,rhyme,rhyme,don't rhyme,different,same,don't rhyme,different,same,same,c,c,NA,c,NA,c,NA
4377,male,21,21 to 40,1996,52.9140705207896,-1.3967655705368753,East Midlands,cob,settee,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,b,NA,NA,b,b,a,b
4378,female,28,21 to 40,1986,54.853361235104906,-1.3679469219826659,North East,bun,couch,NA,trousers,tea,yous,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,rhyme,don't rhyme,different,same,don't rhyme,different,same,different,c,b,NA,c,NA,c,NA
4379,female,20,< 20,1997,52.98781034538408,-1.3368608298239695,East Midlands,cob,settee,NA,trousers,tea,NA,NA,NA,chud,jitty,rhyme,don't rhyme,rhyme,NA,don't rhyme,rhyme,don't rhyme,same,same,rhyme,NA,same,same,a,NA,NA,a,a,a,e
4380,male,20,< 20,1994,54.76572246309967,-1.351568149572523,North East,bun,settee,NA,trousers,tea,yous,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,different,same,don't rhyme,different,same,different,c,a,NA,b,NA,d,NA
4381,female,51,41 to 60,1966,54.83425561214207,-2.030526255587144,North East,bun,couch,NA,trousers,tea,NA,NA,NA,(chewing) gum,alley(way),rhyme,don't rhyme,rhyme,NA,rhyme,rhyme,don't rhyme,different,same,rhyme,NA,same,different,b,NA,NA,a,a,d,e
4382,female,20,< 20,1997,54.69017867177867,-1.673878441827248,North East,"bap, roll",sofa,NA,trousers,tea,NA,NA,NA,"(chewing) gum, chud",alley(way),rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,different,same,don't rhyme,NA,same,same,b,NA,NA,b,b,b,b
4383,female,18,< 20,1996,54.76301796377815,-1.3286328674006378,North East,bun,settee,NA,trousers,tea,yous,NA,NA,NA,NA,don't rhyme,NA,rhyme,don't rhyme,rhyme,don't rhyme,don't rhyme,different,same,don't rhyme,different,same,different,d,b,NA,a,NA,b,NA
4384,female,19,< 20,1998,53.56748717189949,-0.6385800631732834,Yorkshire and The Humber,bun,sofa,NA,trousers,tea,NA,NA,NA,(chewing) gum,snicket,rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,different,different,b,NA,NA,c,a,d,d
4385,female,21,21 to 40,1996,53.61421571653686,-0.5067381698437187,Yorkshire and The Humber,bun,sofa,NA,trousers,tea,NA,NA,NA,(chewing) gum,alley(way),rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,same,b,NA,NA,a,a,b,e
4386,female,20,< 20,1997,53.57043102121844,-0.06154819686176268,Yorkshire and The Humber,bun,sofa,NA,trousers,tea,NA,NA,NA,(chewing) gum,alley(way),rhyme,rhyme,rhyme,NA,rhyme,rhyme,rhyme,same,same,rhyme,NA,same,same,a,NA,NA,a,a,a,d
4387,female,51,41 to 60,1963,54.748356798447915,-1.3530091691074027,North East,bap,sofa,NA,trousers,tea,yous,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,rhyme,rhyme,different,same,don't rhyme,different,same,same,d,d,NA,d,NA,d,NA
4388,male,79,61 to 80,1935,54.7572683245601,-1.325405394650694,North East,bun,settee,NA,trousers,dinner,yous,NA,NA,NA,NA,rhyme,NA,rhyme,don't rhyme,rhyme,don't rhyme,don't rhyme,different,same,don't rhyme,different,same,same,b,b,NA,c,NA,a,NA
